Provider,Amount
NGERENYA DISPENSARY,130000
NGERIA SOUTH DISPENSARY,10000
NGINYANG HEALTH CENTRE,70000
NG'ONG'A DISPENSARY,60000
NGORANO HEALTH CENTRE,80000
NGORIKA HEALTH CENTRE,220000
NGUBERETI HEALTH CENTRE,50000
NGULUNI HEALTH CENTRE,610000
NGWATA HEALTH CENTRE,30000
NILE NURSING HOME LTD,10000
NIOYANI MEMORIAL HOSPITAL,320000
NJABINI HEALTH CENTRE,130000
NJEGAS HEALTH CENTRE,100000
NJENGA HOSPITAL,300000
NJIPSHIP HILLVIEW MEDICAL CENTRE,240000
NJORO HUDUMA MEDICAL CLINIC NAKURU,20000
NJORO SUB-COUNTY HOSPITAL,480000
NJUKINI HEALTH CENTRE,730001
NKOILALE HEALTH CENTRE,240000
NKORINKORI DISPENSARY,50000
NORTH KINANGOP CATHOLIC HOSPITAL,1940700
NORTHLIGHT HOSPITAL LIMITED,40000
NOVAS SPECIALIST HOSPITAL-LODWAR(CANCER &,170000
NTHANGU DISPENSARY,46000
NTHARE CATHOLIC HEALTH CENTER,6000
NTHONGONI HEALTH CENTRE,160000
NYABOHANSE MEDICAL CENTRE,70000
NYABOKARANGE DISPENSARY,300000
NYABONGE DISPENSARY,70000
NYACHE HEALTH CENTRE,110000
NYADENDA HEALTH CENTRE,190000
NYAGANCHA DISPENSARY,125000
NYAGOTO DISPENSARY,80000
NYAHURURU COUNTY REFERRAL HOSPITAL,4642700
NYAKACH SUB-COUNTY HOSPITAL,2066000
NYAKWANA DISPENSARY,10000
NYAKWERI HEALTH CENTRE,20000
NYALI BRIDGE MOMBASA HOSPITAL LTD,266250
NYALKEMBO DISPENSARY.,180000
NYALUNYA DISPENSARY,90000
NYAMACHE SUB-COUNTY HOSPITAL,1011650
NYAMAIYA HEALTH CENTRE,180000
NYAMARIMBA SUB-COUNTY HOSPITAL,60000
NYAMASE MEDICAL CLINIC,29999
NYAMBENE CLINICAL SERVICES AND NURSING HOM,20000
NYAMBENE SUB-COUNTY HOSPITAL,"8,036,000.00"
NYAMEKONGOROTO HEALTH CENTRE,"80,000.00"
NYAMIRA COUNTY REFERAL HOSPITAL,"445,350.00"
NYANCHWA ADVENTIST MISSION HOSPITAL,"40,000.00"
NYANG\\'OMA SUB-COUNTY HOSPITAL,"310,000.00"
NYANG\\'U DISPENSARY,"240,000.00"
NYANGENA HOSPITAL LTD,"472,310.00"
NYANGOMA KOGELO DISPENSARY,"190,000.00"
NYANSAKIA HEALTH CENTRE,"110,000.00"
NYAOGA DISPENSARY,"100,000.00"
NYATIEKO -GESUSU HEALTH SERVICES,"110,000.00"
NYAWARA HEALTH CENTRE,"20,000.00"
NYAWITA DISPENSARY,"220,000.00"
NYAWITA MEDICAL CLINIC,"30,000.00"
NYERI COUNTY REFERRAL HOSPITAL,"543,150.00"
NYERI TOWN HEALTH CENTRE,"470,000.00"
NZELUNI HEALTH CENTRE,"50,000.00"
NZEVENI HEALTH CENTRE,"50,000.00"
NZOUNI DISPENSARY,"10,000.00"
OAK TREE CENTRE FOR KIDNEY &amp; CHRONIC DI,"969,150.00"
OAKLAND MEDICAL CENTRE,"10,000.00"
OASIS DOCTORS PLAZA MIGORI,"540,000.00"
OASIS DOCTORS PLAZA WEBUYE LIMITED,"80,000.00"
OASIS MATERNITY AND NURSING HOME,"100,000.00"
OASIS NTUNYIGI HOSPITAL,"420,000.00"
OASIS SPECIALIST HOSPITAL,"244,950.00"
OBALWANDA DISPENSARY,"290,000.00"
OBER HEALTH CENTRE,"300,000.00"
OBER KAMOTH SUB-COUNTY HOSPITAL,"90,000.00"
OBUNGA DISPENSARY,"10,000.00"
OBWANDA DISPENSARY,"110,000.00"
ODINO HEALTH CENTRE,"40,000.00"
OGILGEI DISPENSARY,"110,000.00"
OGONGO SUB-COUNTY HOSPITAL,"10,000.00"
OGORJI DISPENSARY,"60,000.00"
OGWEDHI HEALTH CENTRE,"340,000.00"
OJELE MEMORIAL HOSPITAL,"20,000.00"
OLASI DISPENSARY,"80,000.00"
OLBUTYO HEALTH CENTRE,"280,000.00"
OLCHOBOSEI MEDICAL CENTRE,"730,500.00"
OLCHORRO HEALTH CENTRE,"710,000.00"
OLD MAWINGO HEALTH CENTRE,"50,000.00"
OLDANYATI HEALTH CENTRE,"30,000.00"
OLDEPE DISPENSARY,"300,000.00"
OLGUMI DISPENSARY,"10,000.00"
OLIVELINK HEALTHCARE,"130,000.00"
OLJABET HEALTH CENTRE,"230,000.00"
OLJABET HOSPITAL,"748,850.00"
OLKOKWE HEALTH CENTRE,"70,000.00"
OLMEKENYU DISPENSARY,"680,000.00"
OLOIKA DISPENSARY,"180,000.00"
OLOIRIMIRIMI DISPENSARY,"90,000.00"
OLOKURTO HEALTH CENTRE,"70,000.00"
OLOKYIN HEALTH CENTRE,"80,000.00"
OLOLULUNGA SUB-COUNTY HOSPITAL,"380,000.00"
OLOOLAKIR DISPENSARY,"50,000.00"
OLORIKA DISPENSARY,"30,000.00"
OLTEPESI DISPENSARY,"259,000.00"
OLYMPUS MEDICAL CENTRE LIMITED,"120,000.00"
OMOGWA DISPENSARY,"8,730.00"
OMOREMBE COMMUNITY HOSPITAL LIMITED,"130,000.00"
ONGATA RONGAI SUB COUNTY HOSPITAL,"1,240,000.00"
ONGIELO HEALTH CENTRE,"410,000.00"
ONGO HEALTH CENTRE,"520,000.00"
OPTIMAL FAMILY LIMITED,"130,000.00"
OPTIMUM CURRENT HEALTH CARE,"570,000.00"
ORESI SUB-COUNTY HOSPITAL,"10,000.00"
ORIZON MEDICAL CENTRE,"80,000.00"
OROLWO DISPENSARY,"60,000.00"
ORTUM MISSION HOSPITAL,"330,000.00"
ORUBA NURSING &amp; MATERNITY HOME,"450,000.00"
OSIEPE HEALTH CENTRE,"40,000.00"
OTACHO DISPENSARY,"50,000.00"
OUR LADY OF LOURDES MUTOMO HOSPITAL,"350,000.00"
OUR LADY OF LOURDES MWEA HOSPITAL,"2,025,000.00"
OUR LADY OF MERCY KEBIRIGO(IBARA) HEALTH CE,"200,000.00"
OUR LADY OF MERCY MISSION HOSPITAL,"3,480,000.00"
OUR LADY OF PEACE MISSION HOSPITAL CHEBUKA,"240,000.00"
OUR LADY STAR OF THE SEA HURUMA HEALTH CEN,"60,000.00"
OUTSPAN HOSPITAL,"351,450.00"
OWENS MATERNITY AND NURSING HOME LIMITED,"20,000.00"
OZARKS MEDICAL CENTRE LIMITED,"14,000.00"
P.A.G. (K) MISSION HOSPITAL GOIBEI,"30,000.00"
PALMA MEDICAL CENTER LIMITED,"30,000.00"
PANDANGUO DISPENSARY,"110,000.00"
PANDYA MEMORIAL HOSPITAL,"2,086,750.00"
PAP KODERO HEALTH CENTRE,"220,000.00"
Parayon Dispensary,"220,000.00"
PARKERRA MEDICAL CLINIC,"50,000.00"
PARKERRA MEDICAL CLINIC TOIYOI,"1,229,999.00"
PARKLANDS KIDNEY CENTRE LTD,"596,400.00"
PASLING MEDICAL CENTRE,"20,000.00"
PATANISHO MATERNITY &amp; NURSING HOME,"290,000.00"
PATSAM PHARMCARE,"9,470.00"
PATTE DISPENSARY,"80,000.00"
PCEA CHOGORIA HOSPITAL,"1,066,850.00"
PCEA TUMUTUMU MISSION HOSPITAL,"1,675,900.00"
PEARLS AND PSALMS HOSPITAL LIMITED,"20,000.00"
PEFA MERCY MISSION MEDICAL CENTRE,"30,000.00"
PEJMED ULTRACARE SPECIALIST HOSPITAL LTD,"20,000.00"
PEMAH NURSING & MATERNITY HOME,"40,000.00"
PESI MEDICAL CENTRE,"10,000.00"
PETCAN HOPEWELL MEDICAL CLINIC AND DIAGNOS,"9,500.00"
PHADAM HOSPITAL COMPANY LTD - NASRA,"1,290,000.00"
PHARMLEX MEDICAL CENTRE LIMITED,"196,000.00"
PHELIMED MEDICAL CLINIC,"10,000.00"
PIONEER HEALTH CENTRE,"390,000.00"
PIPELINE MATERNITY & NURSING HOME,"90,000.00"
PIPELINE MODERN HOSPITAL,"60,000.00"
PLAINSVIEW NURSING HOME LTD,"1,074,550.00"
PLAZA SPECIALIST HOSPITAL LIMITED,"541,050.00"
PONA HAVEN HOSPITAL,"10,000.00"
PONACARE MEDICAL CENTRE,"20,000.00"
PONGE DISPENSARY - MBITA,"50,000.00"
POPE BENEDICT XVI HOSPITAL,"4,000,550.00"
PORT FLORENCE COMMUNITY HOSPITAL - AWASI,"190,000.00"
PORT-REITZ SUB COUNTY HOSPITAL,"10,000.00"
PRECIOUS HOSPITAL,"20,000.00"
PREMIER HOSPITAL,"1,327,991.00"
PRESTY-HEALTH CARE CENTRE,"10,000.00"
PRIMACARE COMMUNITY CENTRE,"80,000.00"
PRINA MEDICAL CENTRE LIMITED,"30,000.00"
PROVIDE INTERNATIONAL HEALTH CENTRE -KAYOL,"830,000.00"
PROVINCIAL GENERAL HOSPITAL ANNEX NAKURU,"60,000.00"
PRUDENT COTTAGE HOSPITAL,"173,250.00"
PUMWANI DISPENSARY,"170,000.00"
PUMWANI MATERNITY AND REFERRAL HOSPITAL,"30,308,000.00"
PWANI DISPENSARY,"10,000.00"
PYNET HEALTHCARE LIMITED,"10,000.00"
QARA HEALTH CENTRE,"60,000.00"
QARSA DISPENSARY,"150,000.00"
QARSADAMU DISPENSARY,"40,000.00"
QASIMS HOSPITAL LIMITED,"2,650,000.00"
QATAR MEDICAL CLINIC,"400,000.00"
QOFOLE NURSING HOME LIMITED,"50,000.00"
QUEEN ESTHER ISEBANIA MODERN HOSPITAL LIMIT,"40,000.00"
QUEENS &amp; KINGS HEALTH CENTRE,"250,000.00"
QUEENSPARK MEDICAL CENTRE,"130,000.00"
QUEENTERIC ANNEX HOSPITAL,"9,740.00"
QUINTAS MEDICAL CENTRE LIMITED,"90,000.00"
QURAHMADHOW DISPENSARY,"710,000.00"
R.R.M.T.D ROPMENT MEDICAL CENTRE,"30,000.00"
RABAI RURAL HEALTH DEMONSTRATION CENTRE,"6,490,000.00"
RABAR HEALTH CENTRE,"180,000.00"
RABONDO DISPENSARY,"90,000.00"
RACECOURSE HOSPITAL,"508,200.00"
RACHAR HEALTH CENTRE,"310,000.00"
RACHAR SUGARBELT NURSING &amp; MATERNITY H,"20,000.00"
RADIANT GROUP HOSPITAL LIMITED PANGANI,"679,100.00"
RADIANT GROUP OF HOSPITALS KASARANI SPORTS,"300,000.00"
RADIANT GROUP OF HOSPITALS KIAMBU,"72,600.00"
Radienya Community Hospital,"40,000.00"
RAGANGA SUB-COUNTY HOSPITAL,"210,000.00"
Ragwe Health Centre,"10,000.00"
RAM HOSPITAL LTD KISII,"646,900.00"
RAMATA NURSING HOME LTD,"160,000.00"
RAMBUGU DISPENSARY,"150,000.00"
RAMBULA DISPENSARY,"80,000.00"
RAMRAJ MEDICAL CENTRE LTD,"63,900.00"
RAMULA DISPENSARY,"120,000.00"
RAMULA HEALTH CENTRE,"490,000.00"
RANEN OCHUNA MEDICAL CENTRE,"300,000.00"
RANEN S.D.A HEALTH CENTRE,"210,000.00"
RAPHA DIALYSIS AND DIAGNOSTIC CENTRE,"841,350.00"
RAPHA HOSPITAL & CLINICS,"100,000.00"
RAPHA MAKUENI NURSING HOME LTD,"21,300.00"
RAPOGI COMMUNITY HEALTH & MATERNITY,"180,000.00"
RAPOGI HEALTH CENTRE,"40,000.00"
RARE HEALTH CENTRE,"40,000.00"
RARIW DISPENSARY,"30,000.00"
RATTA HEALTH CENTRE,"80,000.00"
RAVINE GLORY HOSPITAL LIMITED-MOGOTIO TOWN,"650,000.00"
RAVINE SPECIALISTS HOSPITAL LIMITED,"251,700.00"
RAYAAN HOSPITAL DIANI LIMITED,"10,000.00"
RCEA LOKICHAR HEALTH CENTRE,"20,000.00"
REALE HOSPITAL ELDORET,"1,214,100.00"
REALE HOSPITAL UTAWALA LIMITED,"181,050.00"
RED SEAS NURSING AND MATERNITY HOME-CLINIC,"70,000.00"
REDSTAR MEDICAL SERVICES LIMITED,"10,000.00"
REGAOL BARNABAS MEDICAL CLINIC,"120,000.00"
REHEMA HOSPICE AND CLINIC LIMITED,"20,000.00"
REHOBOTH MATERNITY & NURSING HOME,"10,000.00"
REINHA ROSARY MISSION HOSPITAL,"500,000.00"
RELIABLE HEALTHCARE SERVICES LIMITED,"270,000.00"
RELIANCE HOSPITAL LIMITED,"1,301,100.00"
RENAL ROAD DIALYSIS CLINIC,"276,900.00"
RENASSANCES INTERNATIONAL LIMITED,"85,200.00"
RENICE FAMILY MEDICAL SERVICES,"80,000.00"
RENIT HEALTHCARE LIMTED,"394,050.00"
RERA HEALTH CENTRE,"210,000.00"
REUBEN HEALTH CENTRE,"830,000.00"
Reuben Mukuru Health Centre,"569,999.00"
RFH HEALTHCARE - SYOKIMAU,"40,000.00"
RFH HEALTHCARE HOSPITAL - RUAKA,"100,000.00"
RFH HEALTHCARE -KIAMBU ROAD,"70,000.00"
RFH HEALTHCARE-RUIRU,"330,000.00"
RFH SPECIALIST HOSPITAL,"14,454,099.00"
RFH-HEALTHCARE-IMAARA,"30,000.00"
RHONDA DISPENSARY,"130,000.00"
RIANDU DISPENSARY,"10,000.00"
RIBA DISPENSARY,"220,000.00"
RIBE DISPENSARY,"40,000.00"
RIFT VALLEY PROVINCIAL GENERAL HOSPITAL NAK,"28,174,780.00"
RIMAAL PRIME COMMUNITY HOSPITAL,"120,000.00"
Ringa Health Centre,"10,000.00"
Ringiti Health Centre,"90,000.00"
Riokomor Dispensary,"140,000.00"
RIOTANCHI HEALTH CENTRE,"220,000.00"
ROBINS HEALTHCARE LIMITED,"1,270,300.00"
ROBLESSING MEDICAL CENTRE,"70,000.00"
ROMBO HEALTH CENTRE,"389,998.00"
ROMICURE MEDICAL SERVICES,"10,000.00"
RONGAI HEALTH CENTRE-NAKURU,"660,000.00"
RONGENA DISPENSARY,"20,000.00"
RONGO SUB COUNTY HOSPITAL,"50,000.00"
RORET SUB-COUNTY HOSPITAL,"866,998.00"
ROSA GRACIA SPECIALISTS HOSPITAL-CLINIC LIMIT,"12,167,091.00"
ROSAMA MEDICAL SERVICES,"242,380.00"
ROSEWOOD NURSING HOME,"20,000.00"
ROYAL COMMUNITY CLINIC,"10,000.00"
ROYAL MEDICAL HOSPITAL AND MATERNITY HOME,"330,000.00"
ROYAL ST MONICAH MEDICAL CENTRE LIMITED,"13,500.00"
ROYALSTAR FAMILY HOSPITAL LIMITED,"362,600.00"
ROYO HOSPITAL LTD,"90,000.00"
RTC MEDICAL CENTRE,"30,000.00"
RUAI FAMILY HOSPITAL - TALA,"20,000.00"
RUAI FAMILY HOSPITAL LTD,"470,000.00"
RUANDA DISPENSARY,"290,000.00"
RUIRI CATHOLIC MISSION HEALTH CENTRE,"20,000.00"
RUIRU HOSPITAL,"281,000.00"
RUKALA MODEL HEALTH CENTRE,"190,000.00"
RUMBIYE DISPENSARY,"20,000.00"
RUMURUTI SUB-COUNTY HOSPITAL,"690,000.00"
RUNYENJES SUB-COUNTY HOSPITAL,"480,000.00"
SABA SABA HEALTH CENTRE,"190,000.00"
SABAKI DISPENSARY,"120,000.00"
SABANE DISPENSARY,"70,000.00"
SABATIA SUB-COUNTY HOSPITAL,"890,000.00"
SACHANGWAN HEALTH CENTRE,"200,000.00"
SADIK MED CARE,"140,000.00"
SAFO NURSING HOME LIMITED,"10,000.00"
SAGANA SUB-COUNTY HOSPITAL,"590,000.00"
SAIKA NURSING HOME,"140,000.00"
SAIKERI DISPENSARY,"50,000.00"
SAINT BRIDGET HOSPITAL LTD,"220,000.00"
SAKE DISPENSARY,"90,000.00"
SAKUTIEK HEALTH CENTRE,"450,000.00"
SALABWEK DISPENSARY,"60,000.00"
SALAWA HEALTH CENTRE,"80,000.00"
SALEM MEDICAL CENTER,"10,000.00"
SAMARITANHOPE MATERNITY AND NURSING HOME,"530,000.00"
SAMBURU SUB COUNTY REFERRAL HOSPITAL,"159,750.00"
SAMETA MEDICARE CENTER,"20,000.00"
SAMJOMEN HOSPITAL LIMITED,"10,000.00"
SAMORA MEDICAL CENTRE,"40,000.00"
SANEL HOSPITAL LIMITED,"109,975.00"
SANG\\'ALO MEDICAL CENTRE,"110,000.00"
SANGO DISPENSARY,"20,000.00"
SANGO NAITIRI DISPENSARY,"320,000.00"
SANGORO DISPENSARY,"20,000.00"
SANTA JANE MATERNITY AND NURSING HOME,"109,147.80"
SANTIRO MEDICAL CENTRE COMPANY LIMITED,"10,000.00"
SAOLA MATERNITY HOME,"80,000.00"
SARMAN DISPENSARY,"190,000.00"
SASANE DISPENSARY,"60,000.00"
SAVANNAH ROYAL HOSPITAL GARISSA LIMITED,"30,000.00"
SAYAYI HOSPITAL LIMITED,"80,000.00"
SAYYIDA FATIMAH HOSPITAL KISAUNI,"547,950.00"
SCION HEALTHCARE- KWA NJENGA,"300,000.00"
SCION HOSPITAL LIMITED,"810,000.00"
SCION MEDICAL CENTRE MWIKI LIMITED,"10,000.00"
SEKA HEALTH CENTRE,"60,000.00"
SEKENANI HEALTH CENTRE,"160,000.00"
SENGANI DISPENSARY,"50,000.00"
SEREM HEALTH CENTRE,"1,080,000.00"
SEREWO HEALTH CENTRE,"410,000.00"
SERGOIT HEALTH CENTRE,"130,000.00"
SETANO DISPENSARY,"10,000.00"
SHAFSHAFEY HEALTH CENTRE,"100,000.00"
SHAJACARE MEDICAL CENTRE,"10,000.00"
SHALOM DISPENSARY-LAIKIPIA,"20,000.00"
SHALOM HOSPITAL,"466,250.00"
SHAMAAL HOSPITAL,"17,550.00"
SHAMAKHUBI HEALTH CENTRE,"90,000.00"
SHAMATA HEALTH CENTRE,"80,000.00"
SHAMBERERE DISPENSARY,"110,000.00"
SHAMBINI DISPENSARY,"10,000.00"
SHANGIA DISPENSARY,"190,000.00"
SHANTA ABAQ DISPENSARY,"38,000.00"
SHANTABAQ HEALTH CENTRE,"50,000.00"
SHELDON MEDICAL SERVICES LIMITED,"30,000.00"
SHELETEY NURSING HOME LIMITED,"20,000.00"
SHELLA DISPENSARY,"10,000.00"
SHELLY BEACH HOSPITAL,"545,300.00"
SHEPHER LIFECARE MEDICAL CENTER,"30,000.00"
SHEYWE COMMUNITY HOSPITAL LTD,"150,000.00"
SHIANDA HEALTH CENTRE,"360,000.00"
SHIBWE SUB-COUNTY HOSPITAL,"970,000.00"
SHIKUNGA MODEL HEALTH CENTRE,"340,000.00"
SHIKUSA HEALTH CENTRE,"60,000.00"
SHIMO ANNEX DISPENSARY,"260,000.00"
SHIRAHA HEALTH CENTRE,"10,000.00"
SHIRU HEALTH CENTRE,"741,000.00"
SHISABA DISPENSARY,"69,500.00"
SHISESO MODEL HEALTH CENTRE,"340,000.00"
SHIVANGA HEALTH CENTRE,"70,000.00"
SHOMPOLE HEALTH CENTRE,"130,000.00"
SIAYA COUNTY REFERRAL HOSPITAL,"30,000.00"
SIAYA MEDICAL CENTRE,"510,000.00"
SIBOTI MODEL HEALTH CENTRE,"570,000.00"
SIDAI BAARE CLINIC,"20,000.00"
SIFUYO HEALTH CENTRE,"70,000.00"
SIGOR SUB-COUNTY HOSPITAL,"1,219,999.00"
SIHA MEDICAL HOME LIMITED MPEKETONI,"120,000.00"
SIKH TEMPLE MAKINDU HOSPITAL,"10,000.00"
SIKULU HEALTH CENTRE,"350,000.00"
SILENT HILL HOSPITAL LIMITED,"420,000.00"
SILOAM APPEX MEDICAL CENTRE,"20,000.00"
SILOAM HOSPITAL LIMITED,"2,056,299.00"
SILOAM HOSPITAL LTD BOMET,"30,000.00"
SILVAD CALVARY HILL SPECIALIST HOSPITAL LTD,"60,000.00"
SIMAHO MCH/FP CLINIC,"120,000.00"
SIMBA OPEPO DISPENSARY,"10,000.00"
SIMENYA HEALTH CENTRE,"210,000.00"
SIMOTWO DISPENSARY,"100,000.00"
SINAI HOSPITAL RONGAI LTD,"140,000.00"
SINAMBIO DISPENSARY,"70,000.00"
SINO HEALTH CENTRE,"110,000.00"
SINOKO SUB COUNTY HOSPITAL,"290,000.00"
SIOMO HEALTH CENTRE,"20,000.00"
SIONGIROI HEALTH CENTRE,"610,000.00"
SIPILI MATERNITY AND NURSING HOME,"740,000.00"
SIPILI MATERNITY AND NURSING HOME ANNEX,"70,000.00"
SIREMBE DISPENSARY,"150,000.00"
SIRUTI DISPENSARY,"260,000.00"
SISENYE DISPENSARY,"120,000.00"
SISTER FREDAS MEDICAL CENTRE,"190,080.00"
SISTERS OF ST. JOSEPH DISPENSARY MIVUMONI,"70,000.00"
SISTO MAZZOLDI HOSPITAL,"40,000.00"
SITIKHO DISPENSARY,"260,000.00"
SIU DISPENSARY,"40,000.00"
SKOVIC HEALTH CARE SERVICES LTD - KOPSIRO,"20,000.00"
SOBA RIVER HEALTH CENTRE,"465,000.00"
SOGET DISPENSARY,"10,000.00"
SOGOO HEALTH CENTRE,"1,220,000.00"
SOKOKE DISPENSARY,"50,000.00"
SOLAYA MEDICAL CENTER LIMITED,"20,000.00"
SOLERIA HEALTH CENTRE LIMITED,"30,000.00"
SOLIAN HEALTH CENTRE,"20,000.00"
SOLOLO CATHOLIC MISSION HOSPITAL,"110,000.00"
SOLONAMU MEDICAL CENTRE,"130,000.00"
SOMAAL NURSING HOME,"10,000.00"
SOMCARE HOSPITAL LTD,"42,600.00"
SONAK COMMUNITY MEDICAL CENTRE,"50,000.00"
SONDU HEALTH CENTRE,"360,000.00"
SORI LAKESIDE HOSPITAL,"160,000.00"
SORI LAKESIDE HOSPITAL -SINDO BRANCH,"40,000.00"
SORI LAKESIDE HOSPITAL-NDHIWA,"110,000.00"
SOSIANI HEALTH CENTRE,"110,000.00"
SOSIOT HEALTH CENTRE,"960,000.00"
SOSONI DISPENSARY,"350,000.00"
SOTIK HEALTH CENTRE,"180,000.00"
SOUTH C DIALYSIS CENTRE LTD,"468,600.00"
SOUTH NGARIAMA HEALTH CENTRE,"140,000.00"
SOUTH WAY MEDICAL CENTER LIMITED,"10,000.00"
SOUTHRIFT HOSPITAL LIMITED,"223,650.00"
SPA NURSING HOME,"40,000.00"
ST ANTHONYS KIBABII HEALTH CENTRE,"270,000.00"
ST BAKHITAS MISSION HEALTH FACILITY,"10,000.00"
ST BRIDGIT KALEMUNYANG DISPENSARY,"80,000.00"
ST CHRISTOPHERS DAMA COMMUNITY MEDICAL CE,"70,000.00"
St Clare Health Centre,"180,000.00"
ST ELIZABETH LORUGUM,"190,000.00"
ST ELIZABETH MEDICAL CENTRE,"30,000.00"
ST FRANCIS CATHOLIC DISPENSARY KAWANGWAR,"70,000.00"
ST GABRIEL HOSPITAL LIMITED,"299,430.00"
ST JAIRUS HOSPITAL,"490,000.00"
ST JAMES AMENITY HOSPITAL BUTERE,"10,000.00"
ST JOSEPH SHELTER OF HOPE MISSION HOSPITAL,"964,850.00"
St Joseph's Amukura Mission Health Centre,"100,000.00"
ST JUDE THADDEUS MEDICAL CENTRE KAMUNGEI,"80,000.00"
ST LUKES ORTHOPAEDIC AND TRAUMA HOSPITAL U,"553,800.00"
ST MARK JUST HOSPITAL MULOT LIMITED,"20,000.00"
ST MARY MOTHER &amp; CHILD HOSPITAL,"30,000.00"
ST MARYS MISSION HEALTH CENTRE MBITA,"70,000.00"
ST MOTHER THERESA HEALTH CARE,"180,000.00"
ST PATRICK KANAMKEMER DISPENSARY,"30,000.00"
ST PAUL MISSION HOSPITAL,"860,000.00"
ST PAULS EMUSONGA MEDICAL CENTRE,"150,000.00"
ST PIUS MUSOLI HEALTH CENTRE,"190,000.00"
ST RAPHAELS ARCHANGEL HEALTH CENTRE EMMA,"60,000.00"
ST. AKIDIVA MEMORIAL HOSPITAL,"80,000.00"
ST. ANNE MISSION HOSPITAL,"948,450.00"
ST. ANNE'S DISPENSARY ESHISIRU,"25,800.00"
ST. ANNE'S NYANGOMA HEALTH CENTRE,"200,000.00"
ST. ANNES SEGA MISSION HOSPITAL,"200,000.00"
ST. ANTHONY CATHOLIC HOSPITAL,"617,950.00"
ST. ANTHONY HEALTH CENTRE LEMEK,"100,000.00"
ST. ANTHONYS HEALTH CENTRE ABOSSI,"320,000.00"
ST. BARBARA HEALTH CENTRE MOSOCHO,"30,000.00"
ST. BRIGITTAS CATHOLIC HOSPITAL,"380,000.00"
ST. CAMILLUS MISSION HOSPITAL KARUNGU,"1,740,000.00"
ST. CRISPIN AFYA HOSPITAL LIMITED,"180,000.00"
ST. DAMIANO MISSION HOSPITAL,"150,000.00"
ST. ELIZABETH HOSPITAL CHIGA,"846,000.00"
ST. ELIZABETH MISSION HOSPITAL MUKUMU,"5,150,000.00"
ST. ELIZABETH SWINDON CLINIC,"100,000.00"
ST. FRANCIS COMMUNITY HOSPITAL,"499,900.00"
ST. FRANCIS RARUOWA MISSION HEALTH CENTRE,"160,000.00"
ST. GEORGES MEDICAL CENTRE,"40,000.00"
ST. HELIER HEALTHCARE SERVICES,"50,000.00"
ST. JOHN OF GOD CATHOLIC HOSPITAL TIGANIA,"3,382,000.00"
ST. JOHN 'S DIVINE NURSING HOME NYERI,"10,000.00"
ST. JOHNS HOSPITAL LTD,"1,601,450.00"
ST. JOSEPH CATHOLIC DISPENSARY GITHURAI,"200,000.00"
ST. JOSEPH HEALTH CENTRE NGANDO,"200,000.00"
ST. JOSEPH MUKASA HEALTH CENTRE,"30,000.00"
ST. JOSEPHS MISSION HEALTH CENTRE,"209,440.00"
ST. JOSEPHS MISSION HOSPITAL KILGORIS,"630,000.00"
ST. JOSEPHS MISSION HOSPITAL MIGORI,"334,950.00"
ST. JOSEPHS NURSING &amp; MATERNITY HOME,"10,000.00"
ST. JUDE MEDICAL CENTRE,"50,000.00"
ST. JUDE NURSING HOME,"1,148,450.00"
ST. KIZITO HEALTH CENTRE,"10,000.00"
ST. LAWRENCE HOMA BAY HOSPITAL,"369,998.00"
ST. LAZARUS BUYANGU MISSION HEALTH CENTRE,"110,000.00"
ST. LEONARDS HOSPITAL,"1,340,950.00"
ST. LUKES COTTAGE HOSPITAL KIAMURI,"10,000.00"
ST. MARTHAS CHIMOI HEALTH CENTRE,"160,000.00"
ST. MARY GORETTY NYAMONYE MISSION HEALTH C,"40,000.00"
ST. MARYS MISSION HEALTH CENTRE CHELELEMUK,"160,000.00"
ST. MARYS MISSION HOSPITAL,"1,015,600.00"
ST. MARYS MISSION HOSPITAL MUMIAS,"691,700.00"
ST. MARY'S MISSION HOSPITAL RIFTVALLEY BRANC,"60,000.00"
ST. MARYS YALA MISSION DISPENSARY,"30,000.00"
ST. MERCELINE ROO HEALTH CENTRE - SUBA,"10,000.00"
ST. MICHAEL NURSING HOME,"256,720.00"
ST. MONICA HOSPITAL,"20,000.00"
ST. MONICAH RAPOGI MISSION HEALTH CENTRE,"370,000.00"
ST. ORSOLA MISSION HOSPITAL,"160,000.00"
ST. PATRICK HEALTHCARE CENTRE LTD,"210,000.00"
ST. PAUL OF THE CROSS KARDA MISSION HOSPITA,"10,000.00"
ST. TERESA MATERNITY &amp; NURSING HOME -KIK,"589,998.00"
ST. THERESA MISSION DISPENSARY - CHONYI,"140,000.00"
ST. THERESA MISSION HOSPITAL KIIRUA,"836,100.00"
ST. VINCENT DE PAULS HEALTH CENTRE,"290,400.00"
ST.CLARE'S KAPLONG MISSION HOSPITAL,"336,000.00"
ST.CORNELS MEDICAL CENTRE LIMITED,"10,000.00"
ST.DANIEL COMBONI-LOKORI PHC HEALTH CENTER,"550,000.00"
ST.JAMES INFIRMARY BUSIA LIMITED,"10,000.00"
ST.JOHN PAUL II AVI MATERCARE HOSPITAL,"830,000.00"
ST.JOHN THE BAPTIST -METABURO,"4,000.00"
ST.JOHN\\'S HOSPITAL LIMITED - JUJA,"1,080,000.00"
ST.JOHN'S MAGENA MEDICAL CLINIC,"20,000.00"
ST.JOHN'S MISSION HOSPITAL SIRENDE,"590,000.00"
