Provider,AMOUNT
LIBEHIA HEALTHCARE SERVICES LTD,235200
Libehiya Health Center,120800
LIBERTY CANCER AND WELLNESS CENTRE,2619726
Liberty Maternity and Nursing Home,140000
Libin Nursing Home,176960
LIBKEN MEDICAL CENTRE LIMITED,145600
LIDHA DISPENSARY,10000
LIETA HEALTH CENTRE (RARIEDA),10000
LIFE POINT HOSPITAL,644880
Life Poise Hospital,330000
LIFEBRIDGE COTTAGE HOSPITAL LIMITED,1945440
LIFECARE HOSPITAL LIMITED-KIKUYU,12363709
LIFECARE HOSPITAL LIMITED-MERU,3481080
LIFECARE HOSPITAL MIGORI,4041700
LIFECARE HOSPITAL-ELDORET LIMITED,18790300
LIFECARE HOSPITALS BUNGOMA LTD,10995320
LIFECARE HOSPITALS MERU,873840
Lifenest Community Medical Centre,80640
Lihanda Health Centre,40000
Likindu Dispensary,91200
Likoni Catholic Hospital,31360
Likoni Subcounty Hospital,300000
LIKUYANI SUB COUNTY HOSPITAL,30240
Likuyani Sub-County Hospital,197600
LIMURU COTTAGE HOSPITAL KENTMERE ANNEX,16720
LIMURU COTTAGE HOSPITAL MATERNITY ANNEX,310000
LIMURU HEALTH CENTRE,20000
Limuru Nursing Home,379360
Limuru Valleymed Diagonistic Centre,100000
Lion of Judah Medical Centre,160000
LIONS SIGHTFIRST EYES HOSPITAL,1247600
LIONS SIGHTFIRST EYE-SOUTHFIELD CLINIC,318800
LIPTON CENTRAL HOSPITAL,3585600
LISA HOSPITAL LIMITED,2516400
LITTLE SISTERS OF ST.FRANCIS -ST CLAIRE MEDICAL,22400
LIVING ROOM INTERNATIONAL,7233828
LLOYCARE MEDICAL SERVICES,42560
LLOYDS GRANDMED HOSPITAL,266560
Lobei Health Centre,140800
LODENG'O HEALTH CENTRE,53760
LODWAR COUNTY REFERRAL HOSPITAL,5500800
LODWAR HILLS HOSPITAL MEDICAL CENTRE,47920
Lodwar Hills Medical Centre,29120
LOITOKITOK SUB-COUNTY HOSPITAL,3970960
LOITOKTOK DISTRICT HOSPITAL,144240
LOKITAUNG SUB COUNTY HOSPITAL,40000
Lokori Sub County Hospital,52560
LOKORI SUB-COUNTY HOSPITAL,196960
LOKUSERO DISPENSARY,10000
LOLGORIAN SUB COUNTY HOSPITAL,60240
LOMEKWI DISPENSARY,10000
LOMUT DISPENSARY,70000
Londiani Sub County Hospital,367040
LONDIANI SUB-COUNTY HOSPITAL_,809760
LONDON MEDICAL & DIALYSIS CENTRE LIMITED,1849850
LONGISA COUNTY REFERAL HOSPITAL,2929370
LONGISA COUNTY REFERRAL HOSPITAL,586880
LOODOARIAK DISPENSARY,10000
Lopez Medicare Center,1926400
LOPIDING SUB COUNTY HOSPITAL,50400
LORENZA MEDICAL CENTRE,359440
LORUGUM SUB-COUNTY HOSPITAL,174480
LOSAM DISPENSARY,20000
Lowarengak Health Centre,224720
LOWER SOLAI HEALTH CENTRE,52400
LUBNAN NURSING HOME LIMITED,1337280
Lukhome Dispensary (Kabuchai),40000
Lukhuna Dispensary,40000
LUKOHE HEALTH CENTRE,41200
LUKOYE HEALTHCARE,64960
LUKUSI DISPENSARY,10000
Lulis Dispensary,109280
LUMAKANDA COUNTY HOSPITAL,297280
Lumino Maternity and Nursing Home,265280
LUMINO NURSING AND MATERNITY HOME,2076480
Lumola Medical Clinic,50000
LUMUMBA SUB COUNTY HOSPITAL,323120
Lunakwe Dispensary,10000
LUNGA LUNGA SUB-COUNTY HOSPITAL,154560
Lungai Dispensary,10000
Lungalunga Subcounty Hospital,897200
Lung'anyiro Health Centre,30000
Lupe Medical Centre,231840
Lupida Health Centre,119440
Lurare Dispensary,20000
Lusheya Health Centre,22240
Lusigetti Sub-county Hospital,100080
LUTON MEDICAL HOSPITAL LIMITED,4368670
LUTSANGANI DISPENSARY,10000
Luucho Dispensary,90000
Luuya Dispensary,10000
LUVERNE MEMORAL MEDICAL CENTER,114240
LUVERNE MEMORIAL MEDICAL CENTER,62720
LWALA COMMUNITY HEALTH CENTRE,73920
Lwala Community Hospital,246480
LWANDA HEALTH CENTRE,65680
LWANDANYI HEALTH CENTRE,87360
Lwandanyi Dispensary,130480
LYANAGINGA HEALTH CENTRE,111680
Lyndah-Care Medical Centre,225040
Lyson Manyatta Clinic,326880
MAAI MAHIU HEALTH CENTRE,50000
MAAWI MEDICAL CENTRE LTD,257600
Mabera Maternity & Nu,470400
Mabole Health Centre,30030
MABUSI HEALTH CENTRE,30000
Macalder Sub-County Hospital,33440
Maccabees Healthcare,42400
MACHAKOS COUNTY REFERRAL HOSPITAL,37198284
MACHAKOS DOCTORS PLAZA LTD,147100
MACHESA DISPENSARY,100000
MACHWELE FRIENDS DISPENSARY,10000
Madende Dispensary,4480
MADENDE MODEL HEALTH CENTRE,11200
Madiany Sub County Hospital,160240
MADINA HOSPITAL LIMITED,33600
MADMO MEDICARE AND NURSING HOME,1077440
MADOGO HEALTH CENTRE,130000
MADONYA MEDICAL CENTRE,470400
MADUNGUNI DISPENSARY,70000
MADYAN NURSING HOME LIMITED,185920
MADZIMBANI DISPENSARY,10000
Maendeleo Clinic,237840
MAGADI SODA COMPANY HOSPITAL MAGADI,33360
MAGAN NURSING HOME LIMITED,73920
Magdak Maternity and Nursing Home,542080
Magena Health Centre,179200
Magena Viewcare Medical Centre,1151360
MAGENCHE DISPENSARY,10000
Mago Care Health Centre,161280
MAGO CARE HOSPITAL,13440
Magunga Level IV Hospital,437838
MAGUTUNI DISTRICT HOSPITAL,31840
MAGUTUNI SUB-COUNTY HOSPITAL,137760
MAGWALAND HEALTHCARE,898240
MAHANGA DISPENSARY (BOKOLI),20000
MAHAT ALLAH NURSING HOME LIMITED,1960000
MAHAYA HEALTH CENTRE (RARIEDA),40000
MAHNAZ NURSING HOME,1383120
MAIDA HEALTHCARE LIMITED,372750
Maili Saba Dispensary,10000
MAIMOON HOSPITAL,13440
Mainland Relief Hospital,11200
Maisha Medical Clinic,186960
Majabu Medical Center,49120
Makadara Health Care,51520
MAKADARA HOSPITAL,30000
MAKANZANI DISPENSARY,10000
MAKAROR DISPENSARY,17920
MAKHONGE DISPENSARY,80000
MAKHONGE HEALTH CENTRE,317120
MAKINDU DISTRICT HOSPITAL,238080
MAKINDU MEDICAL CENTRE,1922560
MAKINDU SUB-COUNTY HOSPITAL,4268840
MAKOMBOANI DISPENSARY,10000
MAKONGENI HEALTH CENTRE,33600
Makongeni L4,511840
Makoror Medical centre & Nursing Home,909440
MAKOROR MEDICAL CENTRE &amp; NURSING HOM,235200
MAKUENI COUNTY REFERRAL HOSPITAL,16698674
MAKUNGA RURAL HEALTH DEMONSTRATION CENTR,197360
MAKUTANO DISPENSARY (SOYSAMBU/MITUA),120320
MAKUYU HEALTH CENTRE,10000
Makwasinyi Dispensary,5000
Malaba Dispensary,10000
Malaika Dispensary,33600
Malakisi Health Centre,196320
MALAVA SUB COUNTY HOSPITAL,1317680
Malekha Dispensary,10000
MALELA DISPENSARY,16800
Malela Level 4 Hospital,214880
MALIFISA HOSPITAL LIMITED,138880
MALINDI SUB COUNTY HOSPITAL,591560
MALINDI SUB-COUNTY HOSPITAL,12842275
MALKAGUFU DISPENSARY,30000
MALONGO DISPENSARY,340000
Mama Abigael Smart Clinic,70000
Mama Anns Odede Community Health Centre,236240
Mama Asha Nursing Home,604800
MAMA BIRITA HOSPITAL LIMITED,81180
MAMA BIRITA HOSPITAL LTD,818220
MAMA EBLA NURSING HOME LIMITED,976640
MAMA FREDA MEDICAL CENTRE,8960
Mama Fridah Clinic,312400
MAMA GUTHA MEDICAL CLINIC,595840
MAMA GUTHA NURSING HOME,13440
MAMA HABIBA MATERNITY AND NURSING HOME-BAN,235200
MAMA HABIBA MATERNITY AND NURSING HOME-BAN,729120
MAMA LUCY KIBAKI HOSPITAL,21511750
Mama Lucy Kibaki Hospital (Embakasi),589640
Mama Margaret Uhuru Hospital,349440
MAMA MARGARET UHURU PAEDIATRIC HOSPITAL-KN,176160
Mama Maria Clinic,174720
MAMA NERBEEL NURSING HOME,1164800
Mama Nursing Home,206080
MAMA NURSING HOME KABABU,85120
Mama Plister Blair Health Centre,142880
Mama Rachel Ruto Maternity Hospital,2762000
MAMAS NURSING HOME,265360
MAMAS NURSING HOME- RIAT,80640
Mamo Hospital,438880
MAMO MEMORIAL HOSPITAL,11200
MANAASH NURSING HOME LIMITED,2392320
MANAL MEDICAL CENTRE,436800
MANAL MEDICAL CENTRE LIMITED,206080
Mandera Central Sub county Hospital,110400
MANDERA COUNTY REFERRAL HOSPITAL,440730
Mandera County Refferal Hospital,291950
MANDERA DRUG MART MEDICAL CLINIC LIMITED,336000
MANDERA MEDICARE CLINIC,568960
MANDERA NASSER NURSING HOME AND PATHOLOG,280000
Mandera Nursing Home,362880
MANDERA WELLNESS CENTRE,30061920
MANDERA WELLNESS CENTRE ANNEX,38821440
MANDERA WELLNESS CENTRE ANNEX CO.LIMITED,341600
Mandera West Nursing Home,127680
MANDERA WEST NURSING HOME LIMITED,561120
Manga Sub County Hospital,287760
MANGA SUB-COUNTY HOSPITAL,118720
MANGALA DISPENSARY,10000
MANGROOVE MEDICARE LIMITED,414400
MANHAL NURSING HOME IMITED,1872640
MANOTI TUMAINI MEDICAL CENTRE,389600
MANSA HEALTH CENTRE,106880
Manunga Health Centre,30000
MANYALA SUB COUNTY HOSPITAL,199015
MANYATTA COMMUNITY NURSING HOME,85120
MANYATTA COMMUNITY NURSING HOME- NDHIWA,152160
Manyoror Dispensary,10000
MANYUANDA HEALTH CENTRE,47880
MANYUANDA HEALTH CENTRE (RARIEDA),30000
MAO AWEYS INTERNATIONAL HOSPITAL LIMITED,526400
MARACHI HEALTHCARE,26880
Marachi HealthCare Clinic,89600
MARAFA HEALTH CENTRE,44800
Marafa Sub County Hospital,71200
MARAGUA SUB COUNTY HOSPITAL,5763080
Marani District Hospital,118910
MARANI SUB-COUNTY REFERRAL HOSPITAL,194880
Marble Healthcare limited,117520
MARBLE HEALTHCARE LTD,78400
MARENYO HEALTH CENTRE,109280
Marereni Dispensary,50000
MARIA IMMACULATE HOSPITAL,47040
Maria Teressa Nuzzo Health Centre,145600
MARIAKANI COMMUNITY HEALTHCARE SERVICES,85120
MARIAKANI COTTAGE HOSPITAL MLOLONGO,53760
MARIAKANI SUB-COUNTY HOSPITAL,1788900
MARIE STOPES KENYA EASTLEIGH NURSING HOME,233360
MARIE STOPES KENYA NAIVASHA CLINIC,20000
MARIGAT CATHOLIC MISSION HEALTH CENTRE,413280
MARIGAT SUB COUNTY HOSPITAL,140000
MARIGAT SUB-COUNTY HOSPITAL,512720
Marikebuni Dispensary,30000
MARIMANTI SUB COUNTY HOSPITAL,520480
MARINDI SUB-COUNTY HOSPITAL,4684880
Mariwa Health Centre,15680
Maroatora Nursing Home,235200
Marpe Medicentre,439040
MARSABIT COUNTY REFERAL HOSPITAL,1126020
MARUBEL MEDICAL CENTRE ELDORET,11200
Marurui Health Centre,30000
Mary Help of The Sick Hospital,1043050
MARY IMMACULATE HEALTH CENTRE BAHATI,180000
Mary Immaculate health Centre Kaptagat,158560
Mary Immaculate Hospital (Nyeri North),874800
MARY IMMACULATE HOSPITAL MWEIGA,2149840
MARY IMMACULATE KERUGOYA HOSPITAL,2508230
Maryrosa Health,56000
MASABA HOSPITAL LIMITED,717360
MASABA HOSPITAL LTD MASENO,53940
Masaba Sub-County Hospital,50460
MASABA SUB-COUNTY HOSPITAL,674240
Masalani Diagnostic Limited,971040
Masco Nursing Home,492640
MASEKI DISPENSARY-KITUI WEST,20000
MASHAALLAH NURSING HOME,584640
Masho Dispensary,70000
MASHRIQ MEDICAL CENTRE LIMITED,3539200
MASII HEALTH CENTRE,10000
Masii Medical Centre,353920
MASIMBA SUB-COUNTY HOSPITAL,797920
MASINGA MODEL HEALTH CENTRE,30000
Masogo Sub County Hospital,126880
MASOKANI DISPENSARY,20000
MASONGALENI HEALTH CENTRE,40000
MASURURA DISPENSARY,10000
MASUUD PHARMACY AND MEDICAL CENTRE LIMITED,163520
Matababu Foundation Hospital,133200
MATANGWE COMMUNITY HEALTH & DEV PROGRAMM,1743280
MATANYA DISPENSARY,20000
Matasia Nursing Home,184640
MATATA HOSPITAL SATELLITE MEDICAL CENTRE,324800
MATATA NURSING HOME,3631520
Matayos Health Centre,112500
MATER MISERICORDIAE HOSPITAL NAIROBI,1427992
Matercare Maternity Hospital,201360
Matete Level 4 Hospital,314400
Mathare North Hospital,299996
MATHARI NATIONAL TEACHING AND REFERRAL HOS,97054720
MATHORILE NURSING HOME LIMITED,593600
MATIBABU FOUNDATION HOSPITAL UKWALA,683200
MATILIKU DISTRICT HOSPITAL,187520
MATILIKU SUB-COUNTY HOSPITAL,345840
Matulo Dispensary,10000
Matunda Maternity Home,270560
Matunda Sub County Hospital,190000
MATUNDA SUB-COUNTY HOSPITAL,30000
MATUNGU SUB COUNTY HOSPITAL,25680
MATUNGU SUB-DISTRICT HOSPITAL,218720
MATUNGULU MEDICAL HEALTH & WELLNESS CENTR,41360
Matuu Mission Health Centre,201760
Matuu Sub District Hospital,310640
Mau Narok Health Centre,50000
MAUA COTTAGE HOSPITAL LIMITED,658000
MAUA METHODIST HOSPITAL,3814800
Maungu Model Health Centre,2240
Mautuma Sub County Hospital,60000
Mavens Healthcare Limited,78400
MAVINDINI HEALTH CENTRE,10000
MAX CURE HOSPITALS LIMITED,677950
Maxcure Hospitals Limited-Kisumu,2198790
MAXICARE SUNRISE HOSPITAL,2203840
MAXICARE SUNRISE LIMITED HOSPITAL,3010558
MAXMED NURSING HOME,2240
MAYANJA DISPENSARY,259840
MAYANJA HEALTH CENTRE,17920
MAYSA SOUTH C NURSING HOME LIMITED,533120
Mazeras Health Centre,10000
MAZINROBA NURSING HOME LIMITED,775040
MBAGATHI COUNTY REFERRAL HOSPITAL,27190850
Mbale Rural Health Training Centre,28960
Mbeere Sub-County Hospital,80320
MBITA SUB-COUNTY HOSPITAL,510720
MBITA SUB-DISTRICT HOSPITAL,426480
Mbitini Rehema Community Hospital,420960
Mbogoini Health Centre,30000
MBOONI SUB COUNTY HOSPITAL,315440
MBUNGONI CATHOLIC DISPENSARY,112240
Mbuta Model Health Centre,30000
MBUVO HEALTH CENTRE,10000
Mbwaleni Dispensary,80000
MC Tumaini-Kirura,186960
MECHIMERU HEALTH CENTRE,158560
Med 25 International Kenya,1049200
Medforce Medical Centre,58240
Medical Link Integrated Health Program,58240
MEDICAL LINK INTERGRATED HEALTH PROGRAM,87360
MEDICARE HEALTH-SATELLITE,101840
Medicatia Hospital,496520
MEDICATIA HOSPITAL LIMITED,396640
MEDICYL HOSPITAL CARE LIMITED,185920
Mediforte Hospital Limited,1480980
Mediheal Hospital,30000
Medijav Medical Services,20000
MEDILIFE HOSPITAL LIMITED,4983340
MEDINA HEALTH CENTRE.,30000
MEDINA HOSPITAL,248000
MEDINA MEDICARE HOSPITAL LIMITED,149100
MEDINA MEDICARE HOSPITAL LIMITED GARISSA,4569420
MEDINA MEDICARE HOSPITAL LIMITED-WAJIR,6838720
MEDINA MEDICARE LIMITED-HOLA,262080
MEDISICA MEDICAL CLINIC,246400
MEDISTAR HOSPITAL KERICHO LIMITED,5105120
MEDITEST DIAGNOSTIC SERVICES LTD,8000
MEDITEST DIAGNOSTICS SERVICES,693550
MEDITOX HEALTHCARE SERVICES LIMITED,515200
Meditrust Health Care Services,67200
Mediwell Healthcare,20160
Medlife Health Care,349440
MEDLIFE HEALTHCARE LIMITED,26880
Medlife Hospital Limited,1445550
MEDSCALES MEDICAL CLINIC,925120
Medstop Healthcare Kenya (Ikonge),454720
Medstops Healthcare Kenya,984480
MEDSTOPS HEALTHCARE KENYA LIMITED-IKONGE,85120
MEDSWELLS PHARMACY AND MEDICAL CENTRE,2098880
MEGALIFE HOSPITAL LIMITED,29107300
Melchizedek Hospital,70240
Mellyvan Hospital,2820440
MELODIUS MEDICAL CENTRE NYAMAIYA,1283520
MELWA HEALTH CENTRE,40000
MEMORATA MEDICAL CENTRE LTD,291200
Menorah Hospital (K) LTD-Westlands Medical Centre,276900
MENORAH MEDICAL INSTITUTE K. LIMITED,85200
MEPHI HEALTH SERVICES,1577680
Mephi Health Services Ltd,623200
Mephi Health Services LTD-Lamu,21200
Mercy Advent Medical Centre,190400
Mercy Hospital,739760
MERCY MISSION HOSPITAL,191520
Mercylight Hospital,781760
MERCYLINE CARE HOSPITAL,103040
MERCYLITE HOSPITAL LIMITED,1130080
Mercylite Medical Clinic- Ruiru,88400
MERIDIAN EQUATOR HOSPITAL,461250
Meridian Hospital,55680
MERU DOCTORS PLAZA LIMITED,13099776
Meru Jordan Hospital Ltd,5023763
MERU TEACHING AND REFERAL HOSPITAL,4419527
MERU TEACHING AND REFERRAL HOSPITAL,9765196
Meswo Medical Clinic,1979040
MESWO MEDICAL SERVICES LIMITED,1915200
METEITEI SUB-COUNTY HOSPITAL,170720
METEITEI SUB-DISTRICT HOSPITAL,397360
METROPOLITAN HOSPITAL,17276960
METROPOLITAN HOSPITAL NAIROBI,2071750
Mewa Hospital,18480060
MEWA HOSPITAL MOMBASA,5978500
MFANGANO CENTRAL ADVENTIST MISSION HEALTH,51520
MGAMBONI DISPENSARY,10000
MIAM WEST NURSING HOME LIMITED,2504320
MIAMBANI HEALTH CENTRE,10000
Miathene District Hospital,41300
MIATHENE SUB-COUNTY HOSPITAL,2200
MIDRAR MEDICAL CENTRE,378560
Miendo Dispensary,28960
MIGERE HEALTH CENTRE,20000
MIGORI COUNTY REFERRAL HOSPITAL,21512650
Migosi Sub County Hospital,66800
MIGOSI SUB-COUNTY HOSPITAL,544320
MIGWANI SUB COUNTY HOSPITAL,291600
MIHANGO COMMUNITY HEALTH CENTRE,90000
Mihuu Dispensary,69120
Mikindani Catholic Dispensary,22240
Mikindani Hospital,4592980
Mikinduri Health Centre,40000
MIKINDURI SUB COUNTY HOSPITAL,406560
Mikinduri Sub-District Hospial,50000
Mikulinzi Nursing Home,220720
MIKUMBUNE SUB-COUNTY HOSPITAL,174720
Mikumbune Sub-District Hospital,140720
MILE 46 HEALTH CENTRE,30000
Millenium Medical Centre (Etago),497280
MILLENNIUM MEDICAL CENTRE ETAGO,13440
MILO HEALTH CENTRE,115840
Miluki Dispensary,157840
Mimosa Cottage Hospital,2060000
MINA NURSING HOME RHAMU LIMITED,293440
MINDIRA HOSPITAL ISIBANIA,1184960
Minto Family Healthcare Services,385280
Minto Medical Centre,555520
MIRAJ MEDICAL CENTRE,244160
MIRAJ2,186960
Miranga Sub County Hospital,10000
MIRANGINE HEALTH CENTRE,30000
Mirihini Dispensary,20000
Miriu Health Centre,1358080
Mirogi Health Centre,172160
MIRUGI KARIUKI SUB COUNTY HOSPITAL,40000
MISIKHU DISPENSARY,10000
MISIWI MEMORIAL HOSPITAL,685440
MISORI DISPENSARY,110000
Mission Care Hospital Limited,1921880
Mission Care Nursing Home,1401680
MITUNGUU HOSPITAL,389258
Mitunguu Medical Services,208240
MIU HEALTH CENTRE,20000
Mkongani Health Centre,20000
MKUNGA MATERNITY & NURSING HOME,30160
MKUNUMBI DISPENSARY,10000
Mlaleo Health Centre (MOH),20000
Mlolongo Health Centre,20000
Mnyenzeni Health centre,20000
Mochenwa Royal-Summit Health Clinic,368800
Modambogho Dispensary,10000
Modern Aberdare View Hospital,733760
MODERN ABERDARE VIEW HOSPITAL LIMITED,1400000
MODERN REDSEA NURSING HOME LIMITED,548800
Modesty Medical Centre,138880
Moding Health Centre,47920
MODOGASHE NURSING HOME,2334080
MODOGASHE SUB-COUNTY HOSPITAL,328720
MOGONGA CRESCENT MEDICAL CENTRE,85120
MOGONGA MEDICAL AND DIAGNOSTIC CENTRE,492800
MOGORI-KOMASIMO HEALTH CENTRE,41200
Mogotio Sub-County Hospital Baringo,307520
MOGOTIO CATHOLIC DISPENSARY,20000
MOGOTIO SUB-COUNTY HOSPITAL,55960
Mogumo Medical Centre Nyamira,1316960
MOGUMO MEDICAL CENTRE-NYAMIRA,33600
MOHETO UNITED METHODIST MISSION HEALTH CEN,137680
MOI TEACHING AND REFERRAL HOSPITAL,216430678
MOI TEACHING AND REFFERAL HOSPITAL,3912123
MOI VOI COUNTY REFERRAL HOSPITAL,6723560
Moiben Health Centre,60000
MOKOWE HEALTH CENTRE,488720
Mokowe Medical Centre,332040
MOKOWE MEDICAL CENTRE-FAZA,535360
Molo Sub County Hospital,300720
MOLO SUB-COUNTY HOSPITAL,399840
Mombasa Breeze Hospital,44800
MOMBASA BREEZE HOSPITAL(MBH) LIMITED,3214400
Mombasa Eye Hospital limited,476000
MOMBASA EYE HOSPITAL LTD,414400
MOMBASA HOSPITAL ASSOCIATION,1888052
Momoniat Health Centre,60000
Mong'oni Dispensary,10000
MONIANKU HEALTH CENTRE,176640
Monteri Medical Hospital,271040
MONTERI MEDICAL HOSPITAL,4480
Moshi Clinic,857920
MOSHI MEDICAL CENTRE,116480
Mosoriot Sub County Hospital,149260
MOSORIOT SUB-COUNTY HOSPITAL,241440
Mother & Child Hospital,1013080
Mother Amadea Health Centre,435680
MOTHER AMADEA MISSION HOSPITAL,1079040
MOTHER AND CHILD HOSPITAL,167440
MOTHER FLORA MEDICAL CENTRE - BUEMBU,11200
Mother Flora Medical Centre.,165760
MOTHER FRANCISCA MISSION MATERNITY AND HEA,686880
MOTHER KEVIN CATHOLIC HEALTH CENTRE,190640
Mothersolbrit Nursing Home,698880
MOUNT KENYA SUB-COUNTY HOSPITAL,1439200
Mount Olive Medical Centre,1124480
MOUNT OLIVE SINAI HOSPITAL LIMITED,8960
MOUNT OLIVES MEDICAL CENTRE,109760
Moyale Nursing Home,795840
Moyale Sub county Referral Hospital,210960
MOYALE SUB-COUNTY HOSPITAL,800800
MP SHAH HOSPITAL,17557548
MPEKETONI SUB COUNTY HOSPITAL,1260000
MPEKETONI SUB- DISTRICT HOSPITAL,113840
MPELI MEDICAL CENTRE,35840
Mrima Maternity Hospital,1180080
Mrima Wa Ndege Dispensary,30000
MSAMBWENI COUNTY REFERRAL HOSPITAL,6265730
Msekekwa Health Centre,40000
Mt Elgon Sub County Hospital,237120
Mt Kenya (ACK) Hospital,1477080
Mt Kenya Sub-County Hospital,77040
MT. KENYA ACK HOSPITAL,3387460
MT. KENYA HOSPITAL,4121000
Mt. Kenya Kangema Hospital Limited,112000
MT. SINAI HOSPITAL THIKA LIMITED,341520
MT.ELGON SUB-COUNTY HOSPITAL,238560
MTARAGON HEALTH CENTRE,20000
Mtepeni Dispensary,20000
Mtito andei Sub County Hospital,20080
Mtondia Medical Clinic,8960
Mtwapa dispensary (Shimo la Tewa),10000
MTWAPA HALTH CENTRE,143360
MTWAPA MEDICAL CLINIC AND NURSING HOME,144240
Mtwapa Sub County Hospital,561360
MUAD MEDICAL CENTRE,398720
Muanda Health Centre,120640
MUHAKA HEALTH CENTRE,80640
Muhoroni County Hospital,140720
MUHORONI SUB-COUNTY HOSPITAL,245280
MUHURU SUB-COUNTY HOPSITAL,104160
Muhuru Sub-County Hospital,130000
MUKHE DISPENSARY,20000
Mukumu Hospital,305620
Mukurweini Sub-county Hospital,187520
MUKURWE-INI SUB-COUNTY HOSPITAL,6667120
MUKUYU HEALTH CENTRE,23440
MUKUYUNI SUB-DISTRICT HOSPITAL,30000
Mulachi Dispensary,20000
Mulaha Dispensary,60000
MULANJO DISPENSARY,40000
Mulatya Memorial Hospital (Mkd),224560
MULEMI NURSING HOME,607680
MULOT CATHOLIC DISPENSARY,40000
Mulot Health Centre,30000
MultiHealth Nursing Home,318080
MUMBUNI MATERNITY AND NURSING HOME,80640
Mumbuni Nursing Home,759280
Mumias Level IV Hospital,249920
Mumias Model Health Centre,40320
Mumias West Health Care,188160
Mumoni Maternity and Nursing Home,110640
Mundika Maternity & Nursing Home,144960
Mundobelwa Health centre,17920
MUNGOMA HOSPITAL,1174080
Mung'ung'u Dispensary,40000
MUNGWA DISPENSARY,10000
Munongo Dispensary,10000
Muntasir Nursing Home,1236480
Munyanza Nursing Home,89600
MUNYU HEALTH CENTRE,10000
MUQIM CLINIC DANABA,517440
MURANGA COUNTY REFERRAL HOSPITAL,10332620
Murang'a County Refferal Hospital,1634280
MURANTAWA DISPENSARY,30000
MURINDUKO DISPENSARY,10000
MURIRANJAS SUB-COUNTY HOSPITAL,776160
Muriranjas Sub-District Hospital,50360
Murudef Dispensary,31360
Murungaru Health Centre,10000
Mururi Medical Center,239680
MUSAB BIN UMEIR NURSING HOME LIMITED,1527680
MUSADBII NURSING HOME LIMITED,1865920
Musdafa Ideal Chemist,1032640
Musenke Dispensary,30000
MUSHRAF NURSING HOME LIMITED,564480
MUSIKOMA DISPENSARY,6720
Muskut Health Centre,20000
MUSTAFA NURSING HOME LIMITED,291200
Mustaqiim Nursing Home,828800
MUSTAQIIM NURSING HOME LIMITED,790720
Mustashfa Medical Clinic and Nursing Home Limited,560000
MUTEITHANIA NURSING AND MATERNITY HOME,30000
Mutha Health Centre,30000
MUTHALE MISSION HOSPITAL,292000
MUTHAMBI HEALTH CENTRE,20000
MUTHARA SUB-COUNTY HOSPITAL,943520
MUTILUNI DISPENSARY,10000
MUTITHI HEALTH CENTRE,31920
Mutitu Sub County Hospital,20000
MUTITUNI LEVEL 4 HOSPITAL,10000
Mutomo Sub County Hospital,78960
Mutuati Catholic Hospital,30240
Mutuati Sub Couty Hospital,568420
MUTUATI SUB-COUNTY HOSPITAL,160520
Muumandu Health Center,20000
MUYEYE HEALTH CENTRE,10000
MUYU WA KAE DISPENSARY,10000
MVINDENI DISPENSARY,10000
Mwala Subcounty Hospital,90160
MWALA SUB-COUNTY HOSPITAL,181440
MWANGATINI DISPENSARY,60000
MWANGAZA ULIO NA TUMAINI CLINIC-KOROGOCHO,30000
MWATATE COMMUNITY HEALTH CARE,348240
MWATATE SUB COUNTY HOSPITAL,157920
Mwatate Sub-District Hospital,216720
Mwea County Medical Center,562240
MWEA COUNTY MEDICAL CENTRE,197120
MWEA MEDICAL CENTRE,2356960
MWEIN MEDICAL SERVICES,20000
MWIHILA MISSION COG HOSPITAL,141120
Mwihila Mission Hospital,527040
Mwiki Health Centre,34480
MWIKI MODERN MATERNITY,264320
MWING FAITH MEDICAL CENTRE,24640
MWINGI DOCTOR'S PLAZA LIMITED,777740
MWINGI FAMILY NURSING HOME,11200
MWINGI HOSPITAL (KITUI),2652080
MWINGI MEDICARE CENTRE-LTD,5097520
Mwingi Specialist Hospital,641760
MWINGI SUB-COUNTY HOSPITAL,6226080
MWONGORI DISPENSARY,10000
MYER KIDNEY & HEALTH SPECIALITIES HOSPITAL,1061750
MZEDU DAWIDA MEDICAL SERVICES,26880
NABIL NURSING HOME,44800
Nabongo Dispensary,20000
NABSIT NURSING HOME,1512000
NABUALA HOSPITAL,692160
Nabuala Medical Centre,2333440
NADIA MEDICAL CLINIC LIMITED,2632000
NADOTO DISPENSARY,140000
Naidu Hospital,43600
NAIN RENAL AND SPECIALITY CENTER LIMITED,798749
NAIRAGIE ENKARE HEALTH CENTRE,720000
Nairobi Adventist Hospital,40000
Nairobi East Hospital Ltd,2780870
Nairobi Homes Clinic,46800
NAIROBI KIDNEY CENTRE,298200
NAIROBI RADIOTHERAPY AND CANCER CENTRE - KIN,962300
NAIROBI RADIOTHERAPY AND CANCER CENTRE-KIN,6209149
NAIROBI WEST HOSPITAL,42670915
Nairobi Women hospital - Nakuru CBD,98560
Nairobi Women Hospital(Naivasha Branch),315760
Nairobi Women's Hospital - Nakuru (Hyrax),30240
Nairobi Womens Hospital Adams,75630
NAIROBI WOMEN'S HOSPITAL KITENGELA MEDICAL C,147600
Naitiri Jambo Medical Clinic,532960
Naitiri Sub-County Hospital,264080
Naivasha Quality Health Care Services LTD(Karagita),91680
