Provider,Amount
VOLOLO DISPENSARY,"50,000.00"
WADAJIR MEDICAL CENTRE LIMITED,"11,200.00"
WAJIR CENTRAL NURSING HOME,"865,760.00"
WAJIR COUNTY REFERAL HOSPITAL,"97,500.00"
"WAJIR EAR,NOSE & THROAT CLINIC","4,480.00"
WAJIR MEDICAL NURSING ZONE LIMITED,"56,000.00"
WAMA NURSING HOME,"474,320.00"
WAMALWA KIJANA TEACHING AND REFERRAL HOSPITAL,"819,800.00"
WAMUMU HOSPITAL LTD,"4,304,160.00"
WAN TOWNSHIP MEDICAL CENTRE,"418,880.00"
WANANCHI JAMII HOSPITAL LIMITED,"2,534,560.00"
WANYORORO B HEALTH CENTER,"155,440.00"
WATITI DISPENSARY,"170,000.00"
WAWALE DISPENSARY,"210,000.00"
WAYSIDE MEDICAL CLINIC,"44,800.00"
WEBUYE SUB-COUNTY HOSPITAL,"812,000.00"
WELLCARE ORTHOPAEDIC & TRAUMA CENTRE,"4,088,000.00"
WELLSTAR HEALTHCARE SYSTEMS LIMITED,"8,960.00"
WEMA MATERNITY AND NURSING HOME,"754,880.00"
WESLEY MISSION CLINIC LANET,"17,920.00"
WEST SIDE HEALTHCARE MALABA,"318,080.00"
WESTERN FAMILY HOSPITAL LIMITED,"67,200.00"
WESTLANDS LASER EYE HOSPITAL LIMITED,"1,666,400.00"
WESU SUB-COUNTY HOSPITAL,"1,048,320.00"
WITU HEALTH CENTRE,"483,840.00"
WOMEN'S INITIATIVE HEALTH CARE SERVICES,"822,080.00"
WOODLANDS HOSPITAL LTD MERU,"1,548,960.00"
WORLD YOUTH INTERNATIONAL MAMA ANN ODEDE HEALTH CENTRE,"71,680.00"
YARABIYASIR HOSPITAL,"49,280.00"
YUNASI MEDICAL CENTRE,"1,982,400.00"
ZAHIR HEALTH CARE,"114,240.00"
ZAZI HOSPITALS LIMITED,"2,794,400.00"
ZIWA SIRIKWA SUB-COUNTY HOSPITAL,"31,950.00"
ZOMBE SUB COUNTY HOSPITAL,"370,000.00"
